WWI_ID,MSNDATE,OPERATION,COUNTRY,SERVICE,UNIT,MDS,MISSIONNUM,DEPARTURE,TAKEOFFTIME,NUMBEROFPLANESATTACKING,CALLSIGN,WEAPONSEXPENDED,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,BDA,ENEMYACTION,ROUTEDETAILS,ISRCOLLECTED,FRIENDLYCASUALTIES,FRIENDLYCASUALTIES_VERBOSE,WEATHER,ALTITUDE,O
345,1918/09/07,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,4,,,,2422,220.1818182,49.481111,8.435278,LUDWIGSHAFEN,GERMANY,BASF,AZELOT,48.5941522,6.2420764,,,,,1,,,10000,OTAG
346,1918/09/07,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,3,,,,2270,227,49.488333,8.464722,MANNHEIM,GERMANY,BASF,AZELOT,48.5941522,6.2420764,,,,,3,,,10000,OTAG
347,1918/09/12,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",31,DAY,"1918/09/12 10:45:00",1,,32,"90 MM",633.6,,48.912232,5.672141,BUXIERES,FRANCE,TROOPS,"AMANTY, FRANCE",,,,NONE,,NONE,,"1ST LT A. GUNDELACH PILOT, AND 2ND LT.P.H. WAY, OBSERVER, WERE FOUND NEAR EUVILLE. - LT WAY WAS DEAD AND LT GUNDELACH DIED IN A FEW HOURS.","VERY POOR",10000,OTAG
348,1918/09/12,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",31,DAY,"1918/09/12 10:45:00",1,,2,"115 MM",88,,48.912232,5.672141,BUXIERES,FRANCE,TROOPS,"AMANTY, FRANCE",,,,NONE,,NONE,,"1ST LT A. GUNDELACH PILOT, AND 2ND LT.P.H. WAY, OBSERVER, WERE FOUND NEAR EUVILLE. - LT WAY WAS DEAD AND LT GUNDELACH DIED IN A FEW HOURS.","VERY POOR",10000,OTAG
349,1918/09/12,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",32,DAY,"1918/09/12 13:30:00",36,,248,"90 MM INCENDIARY",4910.4,545.6,48.906572,5.665649,BUXERULLES,FRANCE,"TROOPS AND TOWN","AMANTY, FRANCE",,,"BOMBED BUXERULLES DROPPING A LINE OF BOMBS THRU THE TOWN AND ON THE ROAD SOUTH OF TOWN.   THEY WERE UNABLE TO OBSERVE DAMAGNEES AND RESULTS ON ACCOUNT OF WEATHER CONDITIONS.  THIACOURT AND XAMMES WAS SEEN BURNING AT 2:50 PM.","ANTI-AIRCRAFT INACTIVE AND INACCURATE.  NO ENEMY BALLOONS WERE OBSERVED.  VISIBILITY WAS VERY POOR.  ONE PLANE SEEN IN NO MANS LAND NEAR FEY-EN-HAYS AT 3:00 PM.","ITINERARY WAS, ST MIHIEL, BUXERULLES, DAMPVITEUS, THIACOURT, FEY-EN-HAYS AND AMANTY",NONE,,"ONE PLANE FORCED LANDING AT VAUCONLEURS ON RETURN TO AIRDROME.","VERY POOR",2600,OTAG
350,1918/09/12,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",32,DAY,"1918/09/12 13:30:00",36,,16,"115 MM",704,78.22222222,48.906572,5.665649,BUXERULLES,FRANCE,"TROOPS AND TOWN","AMANTY, FRANCE",,,"BOMBED BUXERULLES DROPPING A LINE OF BOMBS THRU THE TOWN AND ON THE ROAD SOUTH OF TOWN.   THEY WERE UNABLE TO OBSERVE DAMAGNEES AND RESULTS ON ACCOUNT OF WEATHER CONDITIONS.  THIACOURT AND XAMMES WAS SEEN BURNING AT 2:50 PM.","ANTI-AIRCRAFT INACTIVE AND INACCURATE.  NO ENEMY BALLOONS WERE OBSERVED.  VISIBILITY WAS VERY POOR.  ONE PLANE SEEN IN NO MANS LAND NEAR FEY-EN-HAYS AT 3:00 PM.","ITINERARY WAS, ST MIHIEL, BUXERULLES, DAMPVITEUS, THIACOURT, FEY-EN-HAYS AND AMANTY",NONE,,"ONE PLANE FORCED LANDING AT VAUCONLEURS ON RETURN TO AIRDROME.","VERY POOR",2600,OTAG
351,1918/09/12,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",33,NIGHT,"1918/09/12 18:35:00",31,,110,"90 MM INCENDIARY",2178,435.6,48.56165,6.330722,VIGNEULLES,FRANCE,"TROOPS AND TOWN","AMANTY, FRANCE",,,"5 PLANES REACHED AND BOMBED VIGNEULLES AND ROAD TO BATTONCHATEL.  NOTHING OBSERVED ON ACCOUNT OF DARKNESS. VIGNEULLES WAS SEEN BURNING AT 19:40 OCLOCK","ENEMY AIRCRAFT AND ANTIAIRCRAFT WERE INACTIVE AND INACCURATE.","ITINERARY WAS BAR-LE-DUC, DOMMARTIN, VIGNEULLES AND AMANTY",NONE,,"PLANE#16 FORCED LANDING AT GONDRECOURT, PILOT 1ST LT. EDWARD CRONIN WAS KILLED, OBSERVER UNHURT.","TOTAL DARKNESS, VERY POOR AND RAINY",2600,OTAG
352,1918/09/12,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",33,NIGHT,"1918/09/12 18:35:00",31,,20,"8 KILO BOMBS",352,70.4,48.56165,6.330722,VIGNEULLES,FRANCE,"TROOPS AND TOWN","AMANTY, FRANCE",,,"5 PLANES REACHED AND BOMBED VIGNEULLES AND ROAD TO BATTONCHATEL.  NOTHING OBSERVED ON ACCOUNT OF DARKNESS. VIGNEULLES WAS SEEN BURNING AT 19:40 OCLOCK","ENEMY AIRCRAFT AND ANTIAIRCRAFT WERE INACTIVE AND INACCURATE.","ITINERARY WAS BAR-LE-DUC, DOMMARTIN, VIGNEULLES AND AMANTY",NONE,,"PLANE#16 FORCED LANDING AT GONDRECOURT, PILOT 1ST LT. EDWARD CRONIN WAS KILLED, OBSERVER UNHURT.","TOTAL DARKNESS, VERY POOR AND RAINY",2600,OTAG
353,1918/09/12,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,33,,,,1350,225,49.066651,6.308383,"COURCELLES, ORNY, VERNY",FRANCE,"RAIL TOWN",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
354,1918/09/12,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,14,,,,430,215,48.957439,6.05805,CHAMPEY,FRANCE,RAILWAY,AZELOT,48.5941522,6.2420764,,,,,0,,,6500,OTAG
355,1918/09/12,,UK,RAF,"NO. 97 SQDN","HADLEY PAGE O/400",,NIGHT,,14,,,,2900,1450,49.115461,6.175875,"METZ-SABLON, COURCELLES",FRANCE,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,6500,OTAG
356,1918/09/12,,UK,RAF,"NO. 100 SQDN","HADLEY PAGE O/400",,NIGHT,,2,,,,1792,1792,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,8700,OTAG
357,1918/09/12,,UK,RAF,"NO. 215 SQDN","HADLEY PAGE O/400",,NIGHT,,2,,,,1668,1668,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,10000,OTAG
358,1918/09/12,,UK,RAF,"NO. 216 SQDN","HADLEY PAGE O/400",,NIGHT,,28,,,,6130,1532.5,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AUTREVILLE,49.58890345,3.228178024,,,,,0,,,10000,OTAG
359,1918/09/12,,USA,USAAS,"1ST PURSUIT WING","SPAD XIII",,,,,,34,"10 KG",748,,,,"ENEMY TROOPS RETREATING FROM VIGNEULLES AND CHAMBLEY",FRANCE,"ENEMY TROOPS",VAUCOULEURS,48.601914,5.66551,,,,,,,,,OTAG
360,1918/09/12,,FRANCE,GAR,"FRENCH AERIAL DIVISION","BREGUET 14 B2",,,,21,,656,"20 KG",28864,122.8255319,,,,FRANCE,,FOURNEUIL,49.49353,2.107301,,,,,,,,,OTAG
361,1918/09/13,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",34,DAY,"1918/09/13 15:35:00",23,,62,"90 MM INCENDIARY",1227.6,409.2,49.048236,5.898896,CHAMBLEY,FRANCE,"TROOPS AND TOWN","AMANTY, FRANCE",,,"THERE WERE NO TROOPS AT CHAMBLEY SO BOMBED AN AMMUNITION DUMP WHICH TOOK FIRE.  COULD NOT LOCATE TROOPS ON ROADS AROUND CHAMBLEY.","ENEMY ANTI-AIRCRAFT ACTIVE NEAR JAULNY.  VISIBILITY WAS POOR; NO HOSTILE AIRDROMES WERE OBSERVED.  ONE ENEMY PLANE WAS SHOT DOWN NEAR CHAMBLEY. ENEMY AIRCRAFT PROBABLY FOKKER, CANARY YELLOW FUSELAGE AND WING WITH BLACK STRIPES.","ITINERARY WAS, COMMERCY, THIACOURT, CHAMBLEY AND AMANTY",NONE,,"TWO OF OUR PLANES WERE SHOT DOWN, LT T. FARNSWORTH AND LT R.E. THOMPSON WENT DOWN NEAR CHAREY, LT S. HOPKINS AND LT BERT WILLIAMS WENT DOWN NEAR DOMMARTIN.",POOR,3900,OTAG
362,1918/09/13,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,10,,,,3596,224.75,49.011182,6.03683,"ORNY, ARNAVILLE, MT PARK",FRANCE,"RAIL JTN, BRIDGE, TRANSPORT",AZELOT,48.5941522,6.2420764,,,,,2,,,10000,OTAG
363,1918/09/13,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,7,,,,3064,218.8571429,49.115461,6.175875,"METZ-SABLON, ARNAVILLE, MARS, ORLY",FRANCE,"RAILWAYS, ORLY AERODROME",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
364,1918/09/13,,UK,RAF,"NO. 215 SQDN","HADLEY PAGE O/400",,NIGHT,,14,,,,4084,2042,49.066651,6.308383,COURCELLES,FRANCE,"RAIL JTN",XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,10000,OTAG
365,1918/09/13,,UK,RAF,"NO. 100 SQDN","HADLEY PAGE O/400",,NIGHT,,14,,,,1120,560,49.066651,6.308383,COURCELLES,FRANCE,"RAIL JTN",XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,,8700,OTAG
366,1918/09/13,,FRANCE,GAR,"FRENCH AERIAL DIVISION","BREGUET 14 B2",,,,,,,,3190,,,,"ATTACKS MADE ON DONCOURT, JAULNY, AND OLLEY",FRANCE,"CONVOYS AND TROOPS",FOURNEUIL,49.49353,2.107301,,,,,,,,,OTAG
367,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",35,DAY,"1918/09/14 06:25:00",23,,48,"90 MM",950.4,316.8,49.166116,5.86912,CONFLANS,FRANCE,"RR YARDS","AMANTY, FRANCE",,,"ON ROUNDHOUSE, TRACKS AND BUILDINGS SOUTH OF YARDS.  2 LARGE FIRES STARTED","20 ENEMY AIRCRAFT SEEN AT 07:40 AND 4200M ALTITUDE.  UNKNOWN TYPE NEAR MARS-LE-TOUR FOLLOWED FORMATION TO LINES.  AA ACTIVE AND ACCURATE AT CONFLANS AND VICINITY.","BAR-LE-DUC, FRESNES, CONFLANS, TOUL, AMANTY","3 TRAINS ON TRACKS GOING IN DIRECTION OF DOMMARY-BARONCOURT ABOUT 3 MILES NORTH OF CONFLANS AT 07:53.  2 TRAINS OF 100-150 CARS SOUTH TO MARS-LE-TOUR.  1 TRAIN OF 100 CARS SOUTH TO CHAMBLEY AT 07:40.  ABOUT 200 CARS IN YARD AT CONFLANS.",0,,"POOR, CLOUDS",14625,OTAG
368,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",35,DAY,"1918/09/14 06:25:00",23,,2,"155 MM DEMOLITION",220,73.33333333,49.166116,5.86912,CONFLANS,FRANCE,"RR YARDS","AMANTY, FRANCE",,,"ON ROUNDHOUSE, TRACKS AND BUILDINGS SOUTH OF YARDS.  2 LARGE FIRES STARTED","20 ENEMY AIRCRAFT SEEN AT 07:40 AND 4200M ALTITUDE.  UNKNOWN TYPE NEAR MARS-LE-TOUR FOLLOWED FORMATION TO LINES.  AA ACTIVE AND ACCURATE AT CONFLANS AND VICINITY.","BAR-LE-DUC, FRESNES, CONFLANS, TOUL, AMANTY","3 TRAINS ON TRACKS GOING IN DIRECTION OF DOMMARY-BARONCOURT ABOUT 3 MILES NORTH OF CONFLANS AT 07:53.  2 TRAINS OF 100-150 CARS SOUTH TO MARS-LE-TOUR.  1 TRAIN OF 100 CARS SOUTH TO CHAMBLEY AT 07:40.  ABOUT 200 CARS IN YARD AT CONFLANS.",0,,"POOR, CLOUDS",14625,OTAG
369,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",35,DAY,"1918/09/14 06:25:00",23,,2,"90 MM INCENDIARY",39.6,13.2,49.166116,5.86912,CONFLANS,FRANCE,"RR YARDS","AMANTY, FRANCE",,,"ON ROUNDHOUSE, TRACKS AND BUILDINGS SOUTH OF YARDS.  2 LARGE FIRES STARTED","20 ENEMY AIRCRAFT SEEN AT 07:40 AND 4200M ALTITUDE.  UNKNOWN TYPE NEAR MARS-LE-TOUR FOLLOWED FORMATION TO LINES.  AA ACTIVE AND ACCURATE AT CONFLANS AND VICINITY.","BAR-LE-DUC, FRESNES, CONFLANS, TOUL, AMANTY","3 TRAINS ON TRACKS GOING IN DIRECTION OF DOMMARY-BARONCOURT ABOUT 3 MILES NORTH OF CONFLANS AT 07:53.  2 TRAINS OF 100-150 CARS SOUTH TO MARS-LE-TOUR.  1 TRAIN OF 100 CARS SOUTH TO CHAMBLEY AT 07:40.  ABOUT 200 CARS IN YARD AT CONFLANS.",0,,"POOR, CLOUDS",14625,OTAG
370,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",35,DAY,"1918/09/14 06:25:00",23,,120,ROUNDS,2.9832,0.9944,49.166116,5.86912,CONFLANS,FRANCE,"RR YARDS","AMANTY, FRANCE",,,"ON ROUNDHOUSE, TRACKS AND BUILDINGS SOUTH OF YARDS.  2 LARGE FIRES STARTED","20 ENEMY AIRCRAFT SEEN AT 07:40 AND 4200M ALTITUDE.  UNKNOWN TYPE NEAR MARS-LE-TOUR FOLLOWED FORMATION TO LINES.  AA ACTIVE AND ACCURATE AT CONFLANS AND VICINITY.","BAR-LE-DUC, FRESNES, CONFLANS, TOUL, AMANTY","3 TRAINS ON TRACKS GOING IN DIRECTION OF DOMMARY-BARONCOURT ABOUT 3 MILES NORTH OF CONFLANS AT 07:53.  2 TRAINS OF 100-150 CARS SOUTH TO MARS-LE-TOUR.  1 TRAIN OF 100 CARS SOUTH TO CHAMBLEY AT 07:40.  ABOUT 200 CARS IN YARD AT CONFLANS.",0,,"POOR, CLOUDS",14625,OTAG
371,1918/09/14,"ST MIHIEL",USA,USAAS,"11TH AERO SQUADRON","BREGUET 14 B2",35,DAY,"1918/09/14 06:45:00",34,,6,"155 MM DEMOLITION",660,94.28571429,49.9892,5.5184,CONFLANS,FRANCE,"RAIL YARD","AMANTY, FRANCE",,,"CONFLANS, TRACKS CUT AT EASTERN END OF YARDS, ONE BURST ON ROUNDHOUSE, ONE ON STATION, NUMEROUS BURSTS ON NEARBY BUILDINGS AND SOUTHERN PORTION OF TRACKS IN FRONT OF STATION.(96TH, 20TH, 11TH)  BURSTS OBSERVED IN RAILROAD YARDS IN CONFLANS CENTER OF RAILR","ANTIAIRCRAFT WAS POOR AND INACCURATE.  ENCOUNTERED 7 TO 9 FOKKERS SOUTH OF CONFLANS AT 08:00 3000M ALTITUDE.  TWO CONFIRMATIONS REQUESTED.","BAR-LE-DUC, ST BIHAL, VERDU OBJ. AND RETURN","1-60 CAR TRAIN ENTERING CONFLANS FROM BRIEY AT 8:10 (11TH); 1-25 CAR TRAIN GOINGNORTH OUT OF MARS-LA-TOUR 8:15 (11TH)",0,,"FAIR, MISTY TOWARD GROUND",9750,OTAG
372,1918/09/14,"ST MIHIEL",USA,USAAS,"20TH AERO SQUADRON","LIBERTY DH 4",35,DAY,"1918/09/14 06:45:00",35,,18,"155 MM DEMOLITION",1980,247.5,49.9892,5.5184,CONFLANS,FRANCE,"RAIL YARD","AMANTY, FRANCE",,,"CUTTING TRACKS AT EASTERN END OF RAILROAD YARDS AND STATION.  CONFLANS, TRACKS CUT AT EASTERN END OF YARDS, ONE BURST ON ROUNDHOUSE, ONE ON STATION, NUMEROUS BURSTS ON NEARBY BUILDINGS AND SOUTHERN PORTION OF TRACKS IN FRONT OF STATION.(96TH, 20TH, AND 11","ANTIAIRCRAFT HEAVY AND INACCURATE FROM CONFLANS TO TRIANCOURT.  9 E.A. SEEN AT 08:20, 12,000 FT - A GROUP OF 6 ENEMY AIRCRAFT COULD NOT CATCH UP.  GROUP OF 3 DID NOT ATTACK","BAR-LE-DUC, VERDUN, CONFLANS, CHAMBLEY, TRIANCOURT, AMANTY","2-50 CAR TRAINS GOING NORTH INTO BRIEY 8:10 (20TH); 2-50 CAR TRAINS GOING NORTH AT ABBEVILLE AND GONDRESCOURT AT 8:10 (20TH); 1-50 CAR TRAIN GOING EAST AT JOINVILLE 8:10 (20TH)",0,,GOOD,13000,OTAG
373,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",36,DAY,"1918/09/14 11:00:00",33,,12,"155 MM DEMOLITION",1320,220,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,"ALL BOMBS HIT CENTER OF TOWN","ANTI AIRCRAFT WAS VERY SLIGHT AND INACCURATE.  NO ENEMY AIRCRAFT SEEN","BAR-LE-DUC, VERDUN, COMBRES, AMANTY",NONE,0,,"NEAR LINES POOR, CLOUDT",14625,OTAG
374,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",36,DAY,"1918/09/14 11:00:00",33,,48,"90 MM",950.4,158.4,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,"ALL BOMBS HIT CENTER OF TOWN","ANTI AIRCRAFT WAS VERY SLIGHT AND INACCURATE.  NO ENEMY AIRCRAFT SEEN","BAR-LE-DUC, VERDUN, COMBRES, AMANTY",NONE,0,,"NEAR LINES POOR, CLOUDT",14625,OTAG
375,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",36,DAY,"1918/09/14 11:00:00",33,,8,"90 MM INCENDIARY",158.4,26.4,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,"ALL BOMBS HIT CENTER OF TOWN","ANTI AIRCRAFT WAS VERY SLIGHT AND INACCURATE.  NO ENEMY AIRCRAFT SEEN","BAR-LE-DUC, VERDUN, COMBRES, AMANTY",NONE,0,,"NEAR LINES POOR, CLOUDT",14625,OTAG
376,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",36,DAY,"1918/09/14 11:00:00",33,,150,ROUNDS,3.729,0.6215,49.212586,5.640218,ETAIN,FRANCE,TOWN,"AMANTY, FRANCE",,,"ALL BOMBS HIT CENTER OF TOWN","ANTI AIRCRAFT WAS VERY SLIGHT AND INACCURATE.  NO ENEMY AIRCRAFT SEEN","BAR-LE-DUC, VERDUN, COMBRES, AMANTY",NONE,0,,"NEAR LINES POOR, CLOUDT",14625,OTAG
377,1918/09/14,"ST MIHIEL",USA,USAAS,"11TH AERO SQUADRON","BREGUET 14 B2",37,DAY,"1918/09/14 11:15:00",35,,,,,0,48.964999,6.057756,"VITTONVILLE AND ARNAVILLE",FRANCE,TOWN,"AMANTY, FRANCE",,,"BOMBED AND REACHED VITTONVILLE AND ARNAVILLE",,,,,,,10000,OTAG
378,1918/09/14,"ST MIHIEL",USA,USAAS,"20TH AERO SQUADRON","LIBERTY DH 4",38,DAY,"1918/09/14 11:15:00",23,,12,"155 MM DEMOLITION",1320,440,49.16957,5.42104,DOMMARY-BARONCOURT,FRANCE,"RAIL YARD","AMANTY, FRANCE",,,"NO BURSTS WERE OBSERVED DUE TO CLOUD BANKS","ANTIAIRCRAFT VERY LIGHT AND INACCURATE.  NO E.A> SEEN",,"CHAMBLEY SEEMED COMPLETELY DESERTED",0,,POOR,13000,OTAG
379,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",39,DAY,"1918/09/14 13:15:00",28,,8,"155 MM DEMOLITION",880,220,48.964999,6.057756,"VITTONVILLE AND ARNAVILLE",FRANCE,TOWN,"AMANTY, FRANCE",,,"BURSTS SEEN IN VITTONVILLE AND ARNAVILLE; ALSO, SEVERAL BURSTS AMONG TROOPS AND HORSES IN MEADOW EAST OF ARNAVILLE","ENEMY AIRCRAFT ENCOUNTERED - NONE,  ONE UNKNOWN PLANE AT 16:35 SOUTHEAST OF VILLES. SWR BAD [SIC].  ANTIAIRCRAFT FAIRLY ACTIVE AND ACCURATE","TOUL, PONT-A-ROUSSON, AMANTY","ONE WAGON TRAIN OF 6 STANDING OUTSIDE ARNAVILLE, WAGON TRAIN OF 15 GOING EAST BETWEEN BAYONVILLE AND ARNAVILLE.  ONE 30 CAR TRAIN GOING EAST AT ARNAVILLE AT 16:25",0,,"NEAR LINES, FAIR",11700,OTAG
380,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",39,DAY,"1918/09/14 13:15:00",28,,12,"115 MM",528,132,48.964999,6.057756,"VITTONVILLE AND ARNAVILLE",FRANCE,TOWN,"AMANTY, FRANCE",,,"BURSTS SEEN IN VITTONVILLE AND ARNAVILLE; ALSO, SEVERAL BURSTS AMONG TROOPS AND HORSES IN MEADOW EAST OF ARNAVILLE","ENEMY AIRCRAFT ENCOUNTERED - NONE,  ONE UNKNOWN PLANE AT 16:35 SOUTHEAST OF VILLES. SWR BAD [SIC].  ANTIAIRCRAFT FAIRLY ACTIVE AND ACCURATE","TOUL, PONT-A-ROUSSON, AMANTY","ONE WAGON TRAIN OF 6 STANDING OUTSIDE ARNAVILLE, WAGON TRAIN OF 15 GOING EAST BETWEEN BAYONVILLE AND ARNAVILLE.  ONE 30 CAR TRAIN GOING EAST AT ARNAVILLE AT 16:25",0,,"NEAR LINES, FAIR",11700,OTAG
381,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",39,DAY,"1918/09/14 13:15:00",28,,12,"90 MM",237.6,59.4,48.964999,6.057756,"VITTONVILLE AND ARNAVILLE",FRANCE,TOWN,"AMANTY, FRANCE",,,"BURSTS SEEN IN VITTONVILLE AND ARNAVILLE; ALSO, SEVERAL BURSTS AMONG TROOPS AND HORSES IN MEADOW EAST OF ARNAVILLE","ENEMY AIRCRAFT ENCOUNTERED - NONE,  ONE UNKNOWN PLANE AT 16:35 SOUTHEAST OF VILLES. SWR BAD [SIC].  ANTIAIRCRAFT FAIRLY ACTIVE AND ACCURATE","TOUL, PONT-A-ROUSSON, AMANTY","ONE WAGON TRAIN OF 6 STANDING OUTSIDE ARNAVILLE, WAGON TRAIN OF 15 GOING EAST BETWEEN BAYONVILLE AND ARNAVILLE.  ONE 30 CAR TRAIN GOING EAST AT ARNAVILLE AT 16:25",0,,"NEAR LINES, FAIR",11700,OTAG
382,1918/09/14,"ST MIHIEL",USA,USAAS,"96TH AERO SQUADRON","BREGUET 14 B2",39,DAY,"1918/09/14 13:15:00",28,,140,ROUNDS,3.4804,0.8701,48.964999,6.057756,"VITTONVILLE AND ARNAVILLE",FRANCE,TOWN,"AMANTY, FRANCE",,,"BURSTS SEEN IN VITTONVILLE AND ARNAVILLE; ALSO, SEVERAL BURSTS AMONG TROOPS AND HORSES IN MEADOW EAST OF ARNAVILLE","ENEMY AIRCRAFT ENCOUNTERED - NONE,  ONE UNKNOWN PLANE AT 16:35 SOUTHEAST OF VILLES. SWR BAD [SIC].  ANTIAIRCRAFT FAIRLY ACTIVE AND ACCURATE","TOUL, PONT-A-ROUSSON, AMANTY","ONE WAGON TRAIN OF 6 STANDING OUTSIDE ARNAVILLE, WAGON TRAIN OF 15 GOING EAST BETWEEN BAYONVILLE AND ARNAVILLE.  ONE 30 CAR TRAIN GOING EAST AT ARNAVILLE AT 16:25",0,,"NEAR LINES, FAIR",11700,OTAG
383,1918/09/14,"ST MIHIEL",USA,USAAS,"20TH AERO SQUADRON","LIBERTY DH 4",40,DAY,"1918/09/14 15:35:00",35,,32,"155 MM DEMOLITION",3520,440,49.3338,5.59701,GORZE,FRANCE,GORZE,"AMANTY, FRANCE",,,"BURSTS WERE OBSERVED ON HILL IMMEDIATELY TO THE EAST OF GORZE","ANTIAIRCRAFT HEAVY AND VERY ACCURATE.  3 FOKKER BIPLANES SEEN AT 16:15, ENGAGED AT 16:20 10,000 FT NEAR GORSE.  PLANES WERE FEW BUT AGGRESSIVE","TOUL, NANCY, PONT-A-MOUSSON, GORSE, THIACOURT, AMANTY","1 TRAIN OF 50 CARS NORTHOF ARNEVILLE GOING TOWARD METZ.  SINGLE E. A. BIPLANE 14000 FT NEAR NANCY AT 16:05 PM.  ENEMY BALLOON 371.8, 250.8",0,,"VERY GOOD",10000,OTAG
384,1918/09/14,"ST MIHIEL",USA,USAAS,"20TH AERO SQUADRON","LIBERTY DH 4",40,DAY,"1918/09/14 15:35:00",35,,500,ROUNDS,12.43,1.55375,49.3338,5.59701,GORZE,FRANCE,GORZE,"AMANTY, FRANCE",,,"BURSTS WERE OBSERVED ON HILL IMMEDIATELY TO THE EAST OF GORZE","ANTIAIRCRAFT HEAVY AND VERY ACCURATE.  3 FOKKER BIPLANES SEEN AT 16:15, ENGAGED AT 16:20 10,000 FT NEAR GORSE.  PLANES WERE FEW BUT AGGRESSIVE","TOUL, NANCY, PONT-A-MOUSSON, GORSE, THIACOURT, AMANTY","1 TRAIN OF 50 CARS NORTHOF ARNEVILLE GOING TOWARD METZ.  SINGLE E. A. BIPLANE 14000 FT NEAR NANCY AT 16:05 PM.  ENEMY BALLOON 371.8, 250.8",0,,"VERY GOOD",10000,OTAG
385,1918/09/14,,UK,RAF,"NO. 55 SQDN","AIRCO DH4 DAY BOMBER",,DAY,,4,,22,"112 LB BOMB",2524,229.4545455,49.815713,6.695214,EHRANG,GERMANY,"RAIL JTN",AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
386,1918/09/14,,UK,RAF,"NO. 99 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,12,,36,"112 LB BOMB",4092,227.3333333,49.115461,6.175875,"METZ-SABLON, BUHL",FRANCE,"RAILWAYS, AERODROME",AZELOT,48.5941522,6.2420764,,,,,1,,,10000,OTAG
387,1918/09/14,,UK,RAF,"NO. 104 SQDN","AIRCO DH9 DAY BOMBER",,DAY,,10,,32,"112 LB BOMB",3584,224,49.115461,6.175875,METZ-SABLON,FRANCE,RAILWAYS,AZELOT,48.5941522,6.2420764,,,,,0,,,10000,OTAG
388,1918/09/14,,UK,RAF,"NO. 110 SQDN","AIRCO DH9A DAY BOMBER",,DAY,,33,,18,"112 LB BOMB",2028,338,48.152448,2.202988,BOULAY,FRANCE,AERODROME,BETTONCOURT,48.35622051,6.1545324,,,,,0,,,10000,OTAG
